,ID,Year_Birth,Age,Generation,Education,Income,Dt_Customer,IncomeCategory,FamilyQty,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Total_Amount,Deals_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visit,Freq_Purchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Latest_Cmp,Total_AccCmp
1098,1109,1982,32,Millennials,Master,27590.0,2013-04-23,Low,3,38,6,0,5,0,0,1,12,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1099,6001,1979,35,Gen X,Graduation,56775.0,2013-01-02,Middle,3,62,614,35,160,58,35,35,937,2,5,8,10,5,23,0,0,0,0,0,0,0,0
1100,5538,1975,39,Gen X,Graduation,83829.0,2013-10-08,High,1,78,897,161,430,186,161,27,1862,0,4,7,6,1,17,1,0,1,1,0,0,1,4
1101,10552,1979,35,Gen X,Master,54210.0,2013-05-20,Middle,3,18,70,54,109,80,9,45,367,2,4,1,7,5,12,0,0,0,0,0,0,0,0
1102,1545,1986,28,Millennials,Graduation,38508.0,2013-08-02,Middle,3,95,120,19,206,25,19,54,443,6,7,2,5,8,14,0,0,0,0,0,0,0,0
1103,7409,1970,44,Gen X,Graduation,53187.0,2013-10-26,Middle,3,66,211,2,30,7,7,10,267,2,4,1,6,5,11,0,0,0,0,0,0,0,0
1104,4444,1972,42,Gen X,Graduation,30023.0,2014-03-24,Middle,3,28,11,0,16,7,6,21,61,1,2,0,3,8,5,0,0,0,0,0,0,0,0
1105,146,1960,54,Baby Boomer,PhD,76045.0,2013-11-15,High,1,78,760,53,400,17,93,0,1323,1,4,5,11,2,20,0,0,0,1,0,0,0,1
1106,6271,1952,62,Baby Boomer,PhD,50870.0,2014-06-19,Middle,3,13,53,0,8,0,0,2,63,1,2,0,3,5,5,0,0,0,0,0,0,0,0
1108,4741,1974,40,Gen X,Master,65463.0,2014-01-30,High,3,17,391,32,70,21,32,16,562,2,6,2,9,5,17,0,1,0,0,0,0,0,1
1109,246,1965,49,Gen X,Graduation,66480.0,2014-05-31,High,4,71,199,9,57,20,21,6,312,7,4,1,7,4,12,0,0,0,0,0,0,0,0
1110,375,1954,60,Baby Boomer,Graduation,76773.0,2013-02-25,High,1,79,516,56,449,86,33,16,1156,1,2,2,11,1,15,0,0,0,0,0,0,0,0
1111,1524,1983,31,Millennials,Master,81698.0,2013-03-01,High,1,1,709,45,115,30,160,45,1104,1,8,2,5,5,15,0,0,0,1,0,0,1,2
1112,10022,1973,41,Gen X,PhD,54466.0,2014-02-09,Middle,3,78,12,0,4,0,0,0,16,1,1,0,2,5,3,0,0,0,0,0,0,0,0
1114,11010,1984,30,Millennials,PhD,16269.0,2013-08-30,Low,2,75,19,3,18,3,1,0,44,3,3,0,3,8,6,0,0,0,0,0,0,0,0
1115,4356,1971,43,Gen X,Graduation,71819.0,2013-08-28,High,3,70,1224,28,140,0,14,168,1574,3,3,3,5,6,11,0,1,1,0,0,0,0,2
1116,3885,1983,31,Millennials,PhD,33569.0,2013-10-16,Middle,3,10,16,2,18,3,0,24,63,1,1,1,2,8,4,1,0,0,0,0,0,1,2
1117,1175,1983,31,Millennials,Master,36262.0,2013-09-20,Middle,2,24,88,39,54,64,28,153,426,1,3,5,3,6,11,1,0,0,0,0,0,1,2
1118,880,1966,48,Gen X,Basic,22634.0,2013-01-16,Low,2,47,2,23,11,8,6,46,96,1,2,1,2,8,5,0,0,0,0,0,0,0,0
1119,2320,1978,36,Gen X,Master,47025.0,2013-09-12,Middle,3,98,508,11,59,23,5,29,635,5,11,1,6,9,18,0,0,0,0,0,0,0,0
1120,850,1968,46,Gen X,Graduation,70566.0,2013-10-06,High,2,4,381,28,215,84,28,21,757,2,6,5,9,3,20,0,0,0,0,0,0,0,0
1121,4713,1979,35,Gen X,PhD,31605.0,2012-11-22,Middle,3,15,74,0,42,2,1,6,125,2,2,1,4,7,7,0,0,0,0,0,0,0,0
1122,675,1973,41,Gen X,Master,52034.0,2013-05-17,Middle,3,67,146,0,93,7,13,73,332,5,4,2,5,7,11,0,0,0,0,0,0,0,0
1123,5025,1979,35,Gen X,Graduation,48526.0,2013-12-24,Middle,2,32,23,17,23,43,20,9,135,1,2,1,4,3,7,0,0,0,0,0,0,0,0
1124,2308,1954,60,Baby Boomer,Graduation,46734.0,2012-11-18,Middle,3,40,110,5,137,26,23,29,330,2,6,1,5,7,12,0,0,0,0,0,0,0,0
1125,5995,1962,52,Baby Boomer,Graduation,39552.0,2012-12-18,Middle,3,54,165,3,147,4,24,41,384,7,6,2,5,8,13,0,0,0,0,0,0,1,1
1126,6749,1966,48,Gen X,Graduation,86358.0,2012-08-08,High,3,78,957,47,494,82,47,95,1722,4,5,3,6,8,14,0,0,0,0,0,0,0,0
1127,1010,1977,37,Gen X,Graduation,46931.0,2014-04-24,Middle,5,94,41,0,17,3,1,16,78,2,1,1,3,3,5,0,0,0,0,0,0,0,0
1128,8977,1985,29,Millennials,Basic,16581.0,2013-01-12,Low,1,51,1,3,4,2,3,11,24,1,0,0,3,4,3,0,0,0,0,0,0,0,0
1129,4756,1952,62,Baby Boomer,Master,63998.0,2013-12-20,High,1,42,176,29,818,0,33,112,1168,1,7,6,11,4,24,0,0,0,0,0,0,1,1
1130,3412,1951,63,Baby Boomer,Master,67381.0,2013-01-15,High,3,67,815,8,53,11,0,70,957,4,2,2,9,7,13,0,1,0,0,0,0,0,1
1131,606,1967,47,Gen X,Graduation,25930.0,2013-10-10,Low,3,87,6,1,2,2,0,4,15,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1132,5961,1978,36,Gen X,Graduation,42693.0,2014-06-07,Middle,3,29,8,4,20,6,3,16,57,1,1,0,3,5,4,0,0,0,0,0,0,0,0
1133,2975,1976,38,Gen X,Graduation,85606.0,2012-11-12,High,3,89,717,42,864,219,30,84,1956,2,6,7,9,3,22,0,0,0,1,0,0,0,1
1134,2894,1985,29,Millennials,Graduation,72903.0,2013-10-29,High,1,74,1067,138,750,0,19,39,2013,1,7,5,8,4,20,0,1,1,1,0,0,1,4
1135,7613,1974,40,Gen X,Master,49669.0,2014-05-24,Middle,3,97,166,5,107,11,8,29,326,2,5,1,6,6,12,0,0,0,0,0,0,0,0
1136,10542,1968,46,Gen X,PhD,36778.0,2012-08-05,Middle,4,63,29,4,34,2,4,4,77,3,3,0,3,9,6,0,0,0,0,0,0,0,0
1137,8015,1962,52,Baby Boomer,PhD,85696.0,2013-05-03,High,1,88,714,76,395,116,0,12,1313,1,4,6,9,1,19,0,0,0,0,0,0,1,1
1139,11166,1961,53,Baby Boomer,Graduation,49678.0,2013-02-02,Middle,3,81,229,5,56,3,2,20,315,2,6,2,4,7,12,0,0,0,0,0,0,0,0
1141,523,1989,25,Millennials,Graduation,37155.0,2013-01-31,Middle,3,51,23,0,26,7,15,3,74,1,2,0,4,5,6,0,0,0,0,0,0,0,0
1142,4066,1978,36,Gen X,Master,21282.0,2014-05-11,Low,2,76,1,5,8,4,8,20,46,2,2,1,2,6,5,0,0,0,0,0,0,0,0
1143,8414,1962,52,Baby Boomer,PhD,33419.0,2013-08-17,Middle,2,76,56,0,12,0,0,18,86,2,2,0,4,7,6,0,0,0,0,0,0,0,0
1144,819,1945,69,Silent Gen,Graduation,63285.0,2013-11-05,High,1,84,508,124,249,50,38,134,1103,1,6,5,13,3,24,0,0,0,0,0,0,0,0
1145,4961,1974,40,Gen X,Master,21255.0,2014-01-21,Low,3,56,29,0,25,2,2,3,61,4,2,1,4,4,7,0,0,0,0,0,0,0,0
1146,749,1981,33,Millennials,Graduation,42162.0,2013-11-19,Middle,3,31,46,7,59,2,4,27,145,2,3,1,3,6,7,1,0,0,0,0,0,1,2
1147,5430,1956,58,Baby Boomer,Graduation,54450.0,2012-09-14,Middle,4,0,454,0,171,8,19,32,684,12,9,2,8,8,19,0,0,0,0,0,0,0,0
1148,7755,1954,60,Baby Boomer,PhD,57744.0,2013-11-12,Middle,3,91,350,3,39,0,0,19,411,2,9,1,4,8,14,0,0,0,0,0,0,0,0
1149,10525,1986,28,Millennials,Graduation,26576.0,2012-10-13,Low,2,40,10,0,8,0,0,9,27,1,1,0,2,9,3,1,0,0,0,0,0,1,2
1150,1453,1943,71,Silent Gen,PhD,57513.0,2013-07-06,Middle,1,59,735,40,183,52,20,30,1060,2,9,3,13,6,25,0,0,0,0,0,0,0,0
1151,8310,1964,50,Gen X,Graduation,68142.0,2012-08-29,High,3,96,897,126,196,91,112,37,1459,3,10,4,7,6,21,0,0,0,0,0,0,0,0
1152,10710,1979,35,Gen X,Graduation,7500.0,2012-08-29,Low,3,61,5,2,3,3,0,5,18,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1153,5031,1974,40,Gen X,Graduation,83145.0,2012-09-22,High,2,14,777,35,731,39,137,114,1833,1,5,9,11,2,25,0,0,1,0,0,0,1,2
1154,2613,1960,54,Baby Boomer,Master,54197.0,2014-04-03,Middle,3,16,162,6,37,6,13,13,237,2,1,3,6,1,10,0,0,0,0,0,0,0,0
1155,213,1963,51,Baby Boomer,PhD,23091.0,2014-05-28,Low,3,98,35,0,11,0,0,2,48,4,2,1,3,7,6,0,0,0,0,0,0,0,0
1156,967,1976,38,Gen X,Graduation,46049.0,2013-07-21,Middle,4,11,342,9,112,19,14,19,515,10,5,2,9,7,16,0,0,0,0,0,0,1,1
1157,1077,1974,40,Gen X,Graduation,56715.0,2012-12-05,Middle,2,52,258,105,239,237,172,9,1020,1,7,3,4,4,14,0,0,0,0,0,0,0,0
1158,7959,1961,53,Baby Boomer,Graduation,79410.0,2014-05-29,High,2,19,658,80,483,123,13,13,1370,1,3,2,5,1,10,0,0,0,0,0,0,0,0
1159,640,1951,63,Baby Boomer,Graduation,57304.0,2013-03-11,Middle,3,61,356,80,329,138,17,106,1026,2,7,6,10,5,23,0,0,0,0,0,0,0,0
1160,4252,1965,49,Gen X,Graduation,44375.0,2014-03-23,Middle,3,73,213,5,28,7,7,41,301,1,4,1,6,5,11,0,0,0,0,0,0,0,0
1162,6218,1965,49,Gen X,Graduation,59594.0,2012-10-20,Middle,3,74,457,4,29,0,0,9,499,1,8,1,7,7,16,0,1,0,0,0,0,0,1
1163,6905,1994,20,Millennials,Graduation,80685.0,2012-08-22,High,2,55,241,45,604,34,26,54,1004,1,6,4,10,2,20,0,0,0,0,0,0,0,0
1164,5922,1974,40,Gen X,PhD,40344.0,2013-10-13,Middle,3,48,210,0,6,0,0,2,218,2,4,1,5,7,10,0,0,0,0,0,0,0,0
1165,3598,1972,42,Gen X,Graduation,62710.0,2013-05-23,High,3,53,441,35,83,7,29,11,606,4,4,2,12,4,18,0,0,0,0,0,0,0,0
1166,6116,1968,46,Gen X,Master,48985.0,2013-07-05,Middle,3,13,19,13,18,10,7,8,75,1,1,1,3,3,5,0,0,0,0,0,0,0,0
1167,6263,1968,46,Gen X,Graduation,35322.0,2012-08-22,Middle,5,34,28,9,37,12,7,13,106,3,2,0,4,8,6,0,0,0,0,0,0,0,0
1168,10486,1948,66,Baby Boomer,Graduation,77142.0,2013-05-29,High,2,54,476,75,162,29,151,97,990,1,4,4,8,2,16,0,0,0,0,0,0,0,0
1169,2410,1969,45,Gen X,Graduation,81657.0,2014-01-22,High,1,69,364,40,425,158,60,50,1097,1,3,4,8,1,15,0,0,0,0,0,0,0,0
1172,8278,1990,24,Millennials,PhD,74214.0,2012-08-26,High,2,3,863,83,547,86,99,33,1711,1,8,2,5,5,15,0,0,0,0,0,0,0,0
1173,10660,1957,57,Baby Boomer,Master,66726.0,2014-01-12,High,4,61,349,7,35,0,0,47,438,3,8,2,4,7,14,0,1,0,0,0,0,0,1
1174,8686,1979,35,Gen X,Basic,23724.0,2013-01-08,Low,3,65,5,23,15,0,18,14,75,2,2,0,3,8,5,0,0,0,0,0,0,0,0
1175,1604,1960,54,Baby Boomer,Master,47353.0,2013-11-13,Middle,3,93,184,2,19,8,8,4,225,3,2,2,6,5,10,0,0,0,0,0,0,0,0
1176,5907,1952,62,Baby Boomer,Master,33444.0,2012-11-03,Middle,4,24,8,0,8,0,0,2,18,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1177,10669,1981,33,Millennials,Graduation,54386.0,2013-05-17,Middle,3,8,277,21,64,62,21,25,470,2,3,2,10,3,15,0,0,0,0,0,0,0,0
1178,2918,1981,33,Millennials,Graduation,28510.0,2013-04-13,Low,3,72,44,5,19,0,4,19,91,3,2,0,4,5,6,0,0,0,0,0,0,0,0
1179,5735,1991,23,Millennials,Master,90638.0,2014-02-13,Very High,1,29,1156,120,915,94,144,96,2525,1,3,4,10,1,17,0,0,1,0,0,0,0,1
1180,359,1950,64,Baby Boomer,Graduation,48070.0,2013-01-13,Middle,3,33,373,14,83,6,9,19,504,3,8,2,6,7,16,0,0,0,0,0,1,0,0
1181,8387,1957,57,Baby Boomer,Graduation,43140.0,2013-01-05,Middle,3,68,134,8,76,6,0,11,235,1,4,1,5,6,10,0,0,0,0,0,0,0,0
1182,1829,1961,53,Baby Boomer,PhD,54959.0,2013-01-19,Middle,2,55,1148,0,60,0,0,24,1232,3,9,5,4,7,18,0,1,0,0,0,0,1,2
1183,3839,1958,56,Baby Boomer,Basic,15056.0,2013-05-03,Low,3,76,6,12,3,21,6,40,88,5,2,2,3,5,7,0,0,0,0,0,0,0,0
1184,9392,1971,43,Gen X,Graduation,26954.0,2014-05-08,Low,2,17,4,1,11,0,0,1,17,1,1,0,2,7,3,0,0,0,0,0,0,0,0
1185,2292,1985,29,Millennials,Graduation,22327.0,2013-08-02,Low,2,94,5,4,8,2,0,5,24,1,1,0,3,5,4,0,0,0,0,0,0,0,0
1186,10466,1965,49,Gen X,Graduation,44393.0,2013-08-22,Middle,4,86,24,2,20,2,2,10,60,2,1,0,4,4,5,0,0,0,0,0,0,0,0
1187,9855,1952,62,Baby Boomer,PhD,62000.0,2013-08-25,High,2,25,899,0,101,0,0,20,1020,1,6,6,13,4,25,0,0,0,1,0,0,0,1
1188,4088,1962,52,Baby Boomer,PhD,31497.0,2012-12-06,Middle,3,22,108,1,28,13,1,4,155,2,3,1,4,8,8,0,0,0,0,0,0,0,0
1189,5231,1974,40,Gen X,Master,45894.0,2014-02-27,Middle,4,15,27,2,7,0,2,13,51,1,1,0,3,5,4,0,0,0,0,0,0,0,0
1190,590,1970,44,Gen X,Master,78579.0,2012-12-22,High,1,35,816,66,549,216,66,99,1812,1,5,6,4,3,15,0,0,0,0,0,0,1,1
1191,8732,1969,45,Gen X,Master,67369.0,2012-11-17,High,2,81,1298,0,70,37,14,42,1461,4,7,4,10,4,21,0,1,1,0,0,0,1,3
1192,2315,1960,54,Baby Boomer,Graduation,58401.0,2014-04-20,Middle,2,55,10,0,11,17,29,29,96,1,1,2,2,4,5,0,0,0,0,0,0,0,0
1193,3515,1952,62,Baby Boomer,Graduation,62307.0,2014-02-17,High,2,94,87,13,34,10,6,10,160,1,4,0,4,5,8,0,0,0,0,0,0,0,0
1194,2245,1969,45,Gen X,Master,43641.0,2013-04-22,Middle,4,50,57,2,51,4,2,23,139,3,2,1,4,6,7,0,0,0,0,0,0,0,0
1197,6606,1969,45,Gen X,Master,70091.0,2013-03-31,High,3,11,964,34,137,15,0,11,1161,2,5,2,10,8,17,0,1,0,0,0,0,0,1
1198,5545,1972,42,Gen X,PhD,78075.0,2014-04-05,High,2,72,572,8,259,34,35,80,988,1,3,5,5,1,13,0,0,0,0,0,0,0,0
1199,7342,1961,53,Baby Boomer,Master,59184.0,2012-09-09,Middle,2,6,341,142,113,259,151,66,1072,3,6,6,12,5,24,0,0,0,0,0,0,0,0
1200,837,1977,37,Gen X,Graduation,54809.0,2013-09-11,Middle,4,0,63,6,57,13,13,22,174,4,2,1,5,4,8,0,0,0,0,0,0,0,0
1201,9500,1959,55,Baby Boomer,Graduation,58113.0,2013-01-25,Middle,3,66,221,104,169,102,78,84,758,3,9,2,8,7,19,0,0,0,0,0,1,0,0
1202,3602,1958,56,Baby Boomer,Master,51412.0,2013-12-31,Middle,3,42,140,3,29,4,5,14,195,2,3,2,4,4,9,0,0,0,0,0,0,0,0
1204,2995,1957,57,Baby Boomer,Master,66636.0,2013-08-17,High,2,64,291,10,689,84,10,0,1084,1,3,4,9,1,16,0,0,0,0,0,0,0,0
1205,1118,1956,58,Baby Boomer,Master,50965.0,2013-02-20,Middle,3,87,544,13,85,8,6,29,685,3,10,4,5,8,19,1,0,0,0,0,0,0,1
1207,3068,1990,24,Millennials,Graduation,18351.0,2013-10-29,Low,2,1,1,12,9,0,14,7,43,1,2,0,3,7,5,0,0,0,0,0,0,0,0
1208,8955,1957,57,Baby Boomer,PhD,40451.0,2014-02-16,Middle,4,54,35,0,4,0,0,10,49,1,1,1,2,5,4,1,0,0,0,0,0,0,1
1209,945,1965,49,Gen X,Graduation,36317.0,2013-05-22,Middle,3,53,87,3,25,3,2,13,133,2,3,0,4,7,7,0,0,0,0,0,0,0,0
1210,5644,1957,57,Baby Boomer,Graduation,42213.0,2013-10-12,Middle,3,96,309,3,24,4,3,20,363,2,5,1,7,7,13,0,1,0,0,0,0,0,1
1211,7192,1955,59,Baby Boomer,Graduation,65748.0,2013-04-15,High,3,58,172,73,93,95,78,34,545,2,2,4,10,1,16,0,0,0,0,0,1,0,0
1212,2324,1972,42,Gen X,Graduation,77044.0,2013-10-27,High,3,12,625,38,242,50,34,76,1065,2,7,11,11,4,29,1,0,0,0,0,0,0,1
1213,697,1969,45,Gen X,Graduation,74918.0,2013-03-12,High,2,78,972,59,913,25,19,59,2047,1,5,9,6,3,20,0,0,1,0,0,0,0,1
1214,3439,1972,42,Gen X,Graduation,56721.0,2012-10-31,Middle,4,64,157,6,39,6,13,75,296,5,4,1,5,6,10,0,0,0,0,0,0,0,0
1215,1506,1975,39,Gen X,Graduation,42160.0,2013-06-28,Middle,3,26,48,9,45,3,15,20,140,4,2,1,4,6,7,0,0,0,0,0,0,1,1
1216,232,1965,49,Gen X,Graduation,61559.0,2013-07-17,High,2,8,279,83,88,32,14,34,530,1,4,2,10,3,16,0,0,0,0,0,0,0,0
1217,8876,1963,51,Baby Boomer,PhD,33629.0,2012-08-08,Middle,4,49,132,0,16,0,0,4,152,5,3,1,4,9,8,0,0,0,0,0,0,0,0
1219,9739,1963,51,Baby Boomer,Graduation,34377.0,2013-01-19,Middle,2,55,62,0,22,3,1,26,114,2,2,2,2,7,6,0,0,0,0,0,0,0,0
1220,10395,1986,28,Millennials,Basic,8940.0,2012-08-22,Low,2,25,1,45,3,4,6,42,101,3,3,1,3,8,7,0,0,0,0,0,0,0,0
1221,1176,1973,41,Gen X,Graduation,26228.0,2013-09-22,Low,3,50,2,6,4,3,1,9,25,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1222,1627,1957,57,Baby Boomer,Master,77297.0,2013-01-26,High,1,84,408,61,109,48,122,41,789,1,5,7,9,4,21,0,0,0,1,0,0,0,1
1223,938,1981,33,Millennials,Graduation,40211.0,2013-07-30,Middle,4,30,51,1,7,2,1,25,87,2,2,1,2,8,5,1,0,0,0,0,0,0,1
1224,2740,1958,56,Baby Boomer,PhD,33438.0,2013-09-22,Middle,3,81,62,1,16,3,2,6,90,4,2,1,4,5,7,0,0,0,0,0,0,0,0
1225,257,1959,55,Baby Boomer,PhD,75032.0,2013-04-28,High,3,74,952,12,180,47,12,12,1215,2,5,4,9,3,18,0,0,0,0,0,0,0,0
1226,4058,1955,59,Baby Boomer,PhD,61284.0,2013-10-12,High,1,76,618,15,106,20,7,45,811,1,11,2,8,6,21,0,1,0,0,0,0,0,1
1227,7736,1986,28,Millennials,Graduation,22518.0,2012-10-22,Low,3,36,11,7,12,2,2,27,61,2,2,1,2,5,5,1,0,0,0,0,0,1,2
1228,8210,1975,39,Gen X,Master,54730.0,2013-08-15,Middle,3,64,318,3,17,4,7,56,405,5,4,1,8,4,13,0,0,0,0,0,0,0,0
1229,833,1955,59,Baby Boomer,Master,38452.0,2014-03-30,Middle,4,62,56,0,14,0,0,2,72,3,3,0,3,7,6,0,0,0,0,0,0,0,0
1230,6230,1971,43,Gen X,Graduation,44421.0,2013-02-15,Middle,3,53,110,5,59,7,1,7,189,5,5,0,4,8,9,0,0,0,0,0,0,0,0
1231,7325,1986,28,Millennials,PhD,38197.0,2013-06-29,Middle,3,86,23,0,11,2,1,3,40,1,1,0,3,5,4,0,0,0,0,0,0,0,0
1232,1307,1978,36,Gen X,Graduation,41986.0,2014-02-09,Middle,2,15,27,5,8,8,3,12,63,3,3,0,4,4,7,0,0,0,0,0,0,0,0
1233,1502,1983,31,Millennials,Graduation,28427.0,2013-03-21,Low,3,67,18,3,19,3,3,6,52,2,2,0,3,8,5,0,0,0,0,0,0,0,0
1234,6211,1976,38,Gen X,PhD,37395.0,2014-05-02,Middle,3,47,18,0,9,0,1,11,39,1,1,0,3,6,4,0,0,0,0,0,0,0,0
1235,843,1971,43,Gen X,Graduation,64722.0,2014-05-26,High,3,47,303,0,280,60,147,15,805,4,8,2,11,6,21,0,0,0,0,0,0,0,0
1236,4174,1956,58,Baby Boomer,Master,55249.0,2014-04-17,Middle,3,81,97,1,19,2,0,11,130,1,2,1,4,3,7,0,0,0,0,0,0,0,0
1237,9757,1972,42,Gen X,Graduation,84906.0,2013-10-04,High,2,98,997,15,414,99,30,76,1631,1,5,6,12,2,23,0,1,1,0,1,0,0,3
1239,286,1952,62,Baby Boomer,Graduation,44213.0,2013-11-29,Middle,3,48,95,11,35,0,4,7,152,4,2,1,5,6,8,0,0,0,0,0,0,0,0
1240,11086,1984,30,Millennials,Basic,25707.0,2014-01-18,Low,2,18,1,6,2,3,6,3,21,1,1,0,3,7,4,0,0,0,0,0,0,0,0
1241,1921,1967,47,Gen X,PhD,59062.0,2013-10-03,Middle,5,74,46,1,12,3,0,9,71,2,2,0,3,4,5,0,0,0,0,0,0,0,0
1242,4138,1962,52,Baby Boomer,Graduation,76624.0,2014-05-24,High,2,68,411,106,147,54,115,66,899,1,5,10,7,1,22,1,0,0,0,0,0,0,1
1243,7718,1947,67,Baby Boomer,Master,66000.0,2014-04-20,High,2,36,244,51,270,101,0,45,711,1,1,3,5,1,9,0,0,0,0,0,0,0,0
1244,1291,1978,36,Gen X,PhD,27683.0,2012-08-04,Low,3,90,152,9,121,12,12,45,351,4,6,2,4,8,12,0,0,0,0,0,0,0,0
1245,6862,1971,43,Gen X,Graduation,1730.0,2014-05-18,Low,1,65,1,1,3,1,1,1,8,15,0,0,0,20,0,0,0,0,0,0,0,0,0
1246,4136,1992,22,Millennials,Basic,7500.0,2012-12-03,Low,2,63,10,17,18,8,26,40,119,4,3,2,2,9,7,0,0,0,0,0,0,0,0
1247,803,1968,46,Gen X,Graduation,40521.0,2013-04-05,Middle,4,82,12,0,5,0,0,4,21,1,0,1,2,5,3,0,0,0,0,0,0,0,0
1248,4298,1973,41,Gen X,PhD,20427.0,2014-03-24,Low,3,63,5,0,4,0,0,1,10,1,1,0,2,8,3,0,0,0,0,0,0,0,0
1249,10833,1975,39,Gen X,Graduation,65106.0,2014-05-24,High,3,55,790,19,133,12,0,19,973,3,8,3,13,6,24,0,1,0,0,0,0,0,1
1250,9606,1965,49,Gen X,PhD,69969.0,2013-08-27,High,2,64,882,29,514,38,29,44,1536,1,4,2,6,3,12,0,0,1,1,0,0,1,3
1251,8534,1952,62,Baby Boomer,Graduation,67433.0,2013-07-16,High,4,51,615,28,259,12,48,30,992,4,6,5,13,4,24,0,1,0,0,0,0,0,1
1252,5153,1967,47,Gen X,PhD,77766.0,2013-02-22,High,3,97,1004,59,265,115,59,27,1529,2,11,10,11,6,32,1,0,0,0,0,0,1,2
1253,961,1972,42,Gen X,Graduation,74716.0,2013-09-12,High,3,92,133,27,421,13,195,71,860,2,7,3,5,4,15,0,0,0,0,0,0,0,0
1255,6653,1970,44,Gen X,PhD,55158.0,2012-07-30,Middle,4,72,293,0,87,4,11,23,418,4,7,2,5,7,14,0,0,0,0,0,0,1,1
1256,9094,1955,59,Baby Boomer,Master,62972.0,2012-08-03,High,3,39,313,15,47,20,0,192,587,2,7,4,3,6,14,0,0,0,0,0,0,1,1
1257,810,1975,39,Gen X,Graduation,74190.0,2014-05-12,High,3,49,151,81,86,168,91,64,641,2,4,2,11,2,17,0,0,0,0,0,0,0,0
1258,5493,1976,38,Gen X,Graduation,39356.0,2014-03-19,Middle,4,21,15,0,2,0,0,6,23,1,1,0,2,6,3,1,0,0,0,0,0,0,1
1259,2147,1969,45,Gen X,Graduation,76653.0,2013-08-16,High,2,91,736,63,946,219,189,126,2279,1,4,7,11,2,22,0,0,1,1,0,0,0,2
1261,3979,1983,31,Millennials,PhD,90687.0,2013-05-22,Very High,1,98,982,17,672,23,34,51,1779,1,6,2,8,2,16,0,0,1,0,0,0,1,2
1262,6049,1982,32,Millennials,Master,73450.0,2013-12-05,High,2,85,1142,51,415,90,69,37,1804,1,7,8,11,3,26,1,0,0,1,0,0,0,2
1263,8147,1960,54,Baby Boomer,Graduation,31454.0,2013-07-06,Middle,4,40,28,0,11,0,0,9,48,3,2,0,3,8,5,0,0,0,0,0,0,0,0
1264,1857,1952,62,Baby Boomer,Graduation,47139.0,2014-03-06,Middle,3,2,46,0,12,0,2,23,83,2,2,1,2,7,5,0,0,0,0,0,0,1,1
1266,5207,1963,51,Baby Boomer,PhD,53378.0,2012-09-24,Middle,4,41,489,6,152,8,6,132,793,10,9,4,6,8,19,0,0,0,0,0,0,1,1
1267,11114,1970,44,Gen X,Graduation,19656.0,2013-02-08,Low,3,94,25,4,9,6,8,32,84,3,2,1,3,7,6,0,0,0,0,0,0,0,0
1268,5429,1948,66,Baby Boomer,PhD,45579.0,2013-08-20,Middle,3,10,145,1,33,2,1,1,183,1,4,1,4,6,9,0,0,0,0,0,0,0,0
1269,9400,1958,56,Baby Boomer,Master,85485.0,2014-06-21,High,1,73,630,26,611,44,18,54,1383,1,6,6,6,2,18,0,0,0,0,0,0,0,0
1270,1740,1944,70,Silent Gen,Graduation,55956.0,2014-04-07,Middle,2,22,760,38,104,50,9,38,999,2,7,3,4,4,14,0,1,0,0,0,0,0,1
1271,7488,1963,51,Baby Boomer,Master,64191.0,2013-01-22,High,2,30,420,15,186,151,38,15,825,3,5,3,13,3,21,0,0,0,0,0,0,0,0
1272,195,1972,42,Gen X,Graduation,38808.0,2012-08-26,Middle,2,21,125,17,52,3,19,30,246,4,5,1,4,8,10,1,0,0,0,0,0,1,2
1273,635,1966,48,Gen X,Master,57183.0,2013-03-19,Middle,4,51,464,5,64,7,0,70,610,8,9,1,7,8,17,0,0,0,0,0,0,0,0
1274,7527,1968,46,Gen X,Master,23748.0,2012-11-21,Low,2,97,6,6,29,12,15,8,76,3,2,1,3,8,6,0,0,0,0,0,0,0,0
1275,10319,1971,43,Gen X,Graduation,66303.0,2013-02-26,High,3,56,1090,12,96,16,12,60,1286,4,3,4,11,8,18,0,1,0,0,0,0,0,1
1276,2296,1975,39,Gen X,Master,37368.0,2013-12-16,Middle,3,4,3,2,11,2,2,10,30,1,1,0,2,6,3,1,0,0,0,0,0,0,1
1277,10637,1964,50,Gen X,Graduation,40800.0,2013-01-01,Middle,5,77,24,0,27,8,30,10,99,2,3,0,3,7,6,0,0,0,0,0,1,0,0
1278,2931,1978,36,Gen X,Graduation,71847.0,2012-09-21,High,1,95,737,21,106,55,63,210,1192,0,6,7,9,3,22,0,0,0,1,0,0,0,1
1279,907,1975,39,Gen X,Graduation,46149.0,2013-11-29,Middle,3,36,254,6,71,4,0,27,362,5,5,1,7,5,13,0,0,0,0,0,0,0,0
1280,3698,1983,31,Millennials,Graduation,78687.0,2012-08-09,High,2,13,817,185,687,145,55,241,2130,1,4,6,8,2,18,0,0,1,0,0,0,1,2
